UDI,Product_ID,Type,Air_temperature_K_,Process_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,Failure_Type
7893,YH 268,M,300.9,312.6,1555,40.6,109,No Failure
7894,D 6,L,300.9,312.7,1416,43.8,112,No Failure
7895,YH 268,M,300.8,312.6,1588,35.6,114,No Failure
7896,D 6,L,300.8,312.6,1422,50,117,No Failure
7897,D 6,L,300.8,312.6,1376,53.6,119,No Failure
7898,D 6,L,300.8,312.5,1434,50.7,121,No Failure
7899,D 6,L,300.8,312.5,1423,47.3,123,No Failure
7900,D 6,L,300.9,312.4,1364,52.5,125,No Failure
7901,D 6,L,300.8,312.4,1825,23.8,127,No Failure
7902,D 6,L,300.8,312.4,1365,44.5,129,No Failure
7903,YH 268,M,300.7,312.3,1430,47.2,131,No Failure
7904,D 6,L,300.8,312.3,1435,44.8,134,No Failure
7905,YH 268,M,300.8,312.4,1811,25.1,136,No Failure
7906,YH 268,M,300.8,312.4,1465,43.7,139,No Failure
7907,D 6,L,300.9,312.4,1372,51,142,No Failure
7908,D 6,L,300.8,312.3,1858,26.3,144,No Failure
7909,D 6,L,300.7,312.3,1715,26.8,146,No Failure
7910,D 6,L,300.7,312.2,1590,38.5,148,No Failure
7911,YH 268,M,300.8,312.2,1664,25.7,150,No Failure
7912,D 6,L,300.7,312.1,1512,36.9,153,No Failure
7913,D 6,L,300.7,312.1,1498,44,155,No Failure
7914,D 6,L,300.7,312.1,1395,41.9,157,No Failure
7915,SM 2,H,300.7,312.1,1490,43.1,159,No Failure
7916,SM 2,H,300.8,312.1,1527,35.1,164,No Failure
7917,D 6,L,300.8,312.1,1512,37.1,169,No Failure
7918,D 6,L,300.9,312.1,1474,42.4,171,No Failure
7919,D 6,L,300.8,312.1,1505,41.3,173,No Failure
7920,D 6,L,300.8,312,1496,40,175,No Failure
7921,D 6,L,300.8,312,1382,49.3,177,No Failure
7922,D 6,L,300.7,311.9,1419,47.7,179,No Failure
7923,D 6,L,300.7,311.9,1462,39.7,181,No Failure
7924,YH 268,M,300.8,312,1450,45,183,No Failure
7925,SM 2,H,300.7,311.9,1389,46.5,186,No Failure
7926,YH 268,M,300.7,311.9,1697,28.2,191,No Failure
7927,D 6,L,300.7,311.9,1335,57.1,194,Overstrain Failure
7928,D 6,L,300.7,311.9,1476,42,196,No Failure
7929,D 6,L,300.6,311.7,1497,43.6,198,No Failure
7930,YH 268,M,300.6,311.6,1669,29.2,200,No Failure
7931,D 6,L,300.6,311.6,1455,48,203,No Failure
7932,D 6,L,300.7,311.7,1499,38.4,205,No Failure
7933,D 6,L,300.7,311.8,1478,41.9,207,No Failure
7934,D 6,L,300.8,311.8,1928,21.8,209,No Failure
7935,YH 268,M,300.8,311.9,1621,28.3,211,No Failure
7936,YH 268,M,300.8,311.9,1356,44.3,214,No Failure
7937,D 6,L,300.8,311.7,1490,46.4,217,No Failure
7938,D 6,L,300.8,311.7,1578,31.4,219,No Failure
7939,D 6,L,300.8,311.7,1681,31.3,221,No Failure
7940,D 6,L,300.8,311.8,1417,43.4,223,No Failure
7941,YH 268,M,300.7,311.7,1532,40,0,No Failure
7942,YH 268,M,300.7,311.7,1499,38.9,3,No Failure
7943,D 6,L,300.8,311.7,1432,45.8,6,No Failure
7944,D 6,L,300.8,311.7,1753,29,8,No Failure
7945,D 6,L,300.8,311.7,1414,49,10,No Failure
7946,D 6,L,300.8,311.7,1655,32.2,12,No Failure
7947,D 6,L,300.8,311.6,1516,35.6,14,No Failure
7948,D 6,L,300.8,311.7,1426,45.5,16,No Failure
7949,D 6,L,300.8,311.7,1479,39.4,18,No Failure
7950,YH 268,M,300.7,311.5,1569,36.4,20,No Failure
7951,D 6,L,300.8,311.6,1568,36,23,No Failure
7952,YH 268,M,300.9,311.8,1843,24.5,25,No Failure
7953,YH 268,M,300.9,311.9,1480,40.9,28,No Failure
7954,D 6,L,301,312,1447,36.8,31,No Failure
7955,D 6,L,301,311.9,1454,41.9,33,No Failure
7956,YH 268,M,300.9,311.9,1310,56.1,35,No Failure
7957,SM 2,H,300.9,311.9,1513,38,38,No Failure
7958,SM 2,H,300.9,311.9,2140,16.5,43,No Failure
7959,D 6,L,301,312.1,1377,49.9,48,No Failure
7960,D 6,L,301,312.1,1585,32.3,50,No Failure
7961,SM 2,H,301.1,312.2,1491,42.6,52,No Failure
7962,D 6,L,301,312.2,1264,59,57,No Failure
7963,D 6,L,301,312.2,1372,47,59,No Failure
7964,D 6,L,301,312.2,1510,39.9,61,No Failure
7965,D 6,L,300.9,312.1,1423,40.2,63,No Failure
7966,D 6,L,301.1,312.3,1464,35.3,65,No Failure
7967,D 6,L,301,312.2,1602,35.9,67,No Failure
7968,YH 268,M,301,312.2,1629,32.6,69,No Failure
7969,D 6,L,300.9,312.2,1811,23.2,72,No Failure
7970,D 6,L,300.9,312.1,1711,28.8,74,No Failure
7971,YH 268,M,300.9,312.1,1297,48.6,76,No Failure
7972,D 6,L,301,312.1,1405,46.1,79,No Failure
7973,D 6,L,301.1,312.2,1397,54.9,81,No Failure
7974,D 6,L,301.1,312.3,1682,29.7,83,No Failure
7975,D 6,L,301.2,312.3,1528,38.4,85,No Failure
7976,YH 268,M,301.2,312.3,1548,38.3,87,No Failure
7977,SM 2,H,301.2,312.4,1395,47.8,90,No Failure
7978,D 6,L,301.2,312.4,1378,59,95,No Failure
7979,D 6,L,301.2,312.4,1480,53.5,97,No Failure
7980,YH 268,M,301.2,312.4,1428,36.6,99,No Failure
7981,YH 268,M,301.2,312.4,1505,39.6,102,No Failure
7982,D 6,L,301,312.3,1445,36.4,105,No Failure
7983,D 6,L,301,312.3,1488,42.6,107,No Failure
7984,D 6,L,301,312.2,1601,33,109,No Failure
7985,D 6,L,301,312.3,1550,34.9,111,No Failure
7986,D 6,L,301,312.2,1540,34.1,113,No Failure
7987,D 6,L,301.1,312.3,1587,34.5,115,No Failure
7988,SM 2,H,301,312.2,1489,40.3,117,No Failure
7989,D 6,L,301.1,312.3,1486,34.9,122,No Failure
7990,D 6,L,301.1,312.4,1430,37.9,124,No Failure
7991,YH 268,M,301.1,312.4,1809,25.1,126,No Failure
7992,D 6,L,301.1,312.3,1534,39,129,No Failure
7993,YH 268,M,301.1,312.3,1852,25.9,131,No Failure
7994,D 6,L,301.1,312.3,1595,31.9,134,No Failure
7995,D 6,L,301,312.3,1424,43.5,136,No Failure
7996,D 6,L,301,312.2,1776,28.8,138,No Failure
7997,YH 268,M,301,312.2,1499,41.5,140,No Failure
7998,YH 268,M,301,312.2,2710,9.7,143,Power Failure
7999,D 6,L,300.9,312.1,1359,51.7,146,No Failure
8000,YH 268,M,300.9,312.1,1617,31,148,No Failure
8001,YH 268,M,300.8,312,1443,53.3,151,No Failure
8002,D 6,L,300.8,312,1374,50.2,154,No Failure
8003,YH 268,M,300.9,312.1,1851,23,156,No Failure
8004,YH 268,M,300.8,312,1274,67.3,159,No Failure
8005,D 6,L,300.9,312,1533,44,162,No Failure
8006,D 6,L,300.8,312,1477,37.3,164,No Failure
8007,D 6,L,300.9,312.1,1462,46,166,No Failure
8008,YH 268,M,301,312.1,1664,28.4,168,No Failure
8009,D 6,L,300.8,311.9,1414,41.1,171,No Failure
8010,SM 2,H,300.9,312,2129,17.8,173,No Failure
8011,D 6,L,300.8,311.8,1323,61.1,178,No Failure
8012,D 6,L,300.8,311.8,1427,43.3,180,No Failure
8013,YH 268,M,300.9,312,1375,56.1,182,No Failure
8014,YH 268,M,300.9,312,1402,50.7,185,No Failure
8015,D 6,L,300.9,312,1500,44.2,188,No Failure
8016,YH 268,M,301,312,1558,37.5,190,No Failure
8017,YH 268,M,300.9,312,1447,41.4,193,No Failure
8018,D 6,L,301,312,1518,39.3,196,No Failure
8019,D 6,L,301,311.9,1889,23.5,198,No Failure
8020,D 6,L,301,312.1,1675,30.7,200,No Failure
8021,SM 2,H,300.9,312,1720,27.9,202,No Failure
8022,YH 268,M,301,312,1499,34.6,207,No Failure
8023,D 6,L,300.9,312,1441,43.8,210,No Failure
8024,SM 2,H,300.9,312,1397,42.7,212,No Failure
8025,D 6,L,300.9,312,1493,38.7,217,No Failure
8026,YH 268,M,300.8,312,1422,50.7,219,No Failure
8027,D 6,L,300.7,311.9,1399,50.2,222,Overstrain Failure
8028,D 6,L,300.6,311.9,1425,44.9,224,No Failure
8029,D 6,L,300.6,311.8,1501,44.8,226,No Failure
8030,YH 268,M,300.6,311.9,1629,35.3,0,No Failure
8031,D 6,L,300.6,312,1490,42.2,3,No Failure
8032,D 6,L,300.7,312,1550,32.4,5,No Failure
8033,D 6,L,300.8,312,1416,46.5,7,No Failure
8034,D 6,L,300.7,311.9,1485,38.8,9,No Failure
8035,D 6,L,300.7,311.8,1564,36.8,11,No Failure
8036,D 6,L,300.7,311.7,1910,19.7,13,No Failure
8037,D 6,L,300.7,311.7,1460,46.1,15,No Failure
8038,D 6,L,300.7,311.8,1603,34.1,17,No Failure
8039,D 6,L,300.7,311.8,1486,47.3,19,No Failure
8040,D 6,L,300.8,311.9,1560,31.8,21,No Failure
8041,D 6,L,300.8,311.9,1498,39.3,23,No Failure
8042,SM 2,H,300.8,311.9,1431,48.5,25,No Failure
8043,D 6,L,300.8,311.9,1486,45.1,30,No Failure
8044,D 6,L,300.7,311.9,1486,35.8,32,No Failure
8045,D 6,L,300.7,311.8,1441,38.1,34,No Failure
8046,YH 268,M,300.7,311.9,1366,55.1,36,No Failure
8047,D 6,L,300.6,311.8,1471,41.4,39,No Failure
8048,D 6,L,300.6,311.9,1463,38.2,41,No Failure
8049,D 6,L,300.6,311.9,1413,41.3,43,No Failure
8050,SM 2,H,300.6,311.9,1604,30.5,45,No Failure
8051,D 6,L,300.7,312,1401,51.1,50,No Failure
8052,D 6,L,300.6,311.8,1652,27.2,52,No Failure
8053,D 6,L,300.5,311.9,1403,45.7,54,No Failure
8054,D 6,L,300.5,311.9,1887,21.7,56,No Failure
8055,D 6,L,300.4,311.8,1405,47.9,58,No Failure
8056,SM 2,H,300.2,311.6,1496,41.1,60,No Failure
8057,D 6,L,300.1,311.5,1499,43.4,65,No Failure
8058,D 6,L,300.2,311.5,1549,37.2,67,No Failure
8059,D 6,L,300.3,311.6,1515,44.9,69,No Failure
8060,D 6,L,300.2,311.6,1540,37.7,71,No Failure
8061,SM 2,H,300.2,311.5,1426,44.3,73,No Failure
8062,YH 268,M,300.2,311.6,1465,41.4,78,No Failure
8063,YH 268,M,300.3,311.6,1359,54.1,81,No Failure
8064,YH 268,M,300.3,311.7,1551,36.4,84,No Failure
8065,D 6,L,300.5,311.8,1596,34.8,87,No Failure
8066,YH 268,M,300.5,311.9,1670,26.3,89,No Failure
8067,D 6,L,300.4,311.9,1868,21.3,92,No Failure
8068,YH 268,M,300.6,312,1490,39.8,94,No Failure
8069,YH 268,M,300.5,311.9,1676,35.2,97,No Failure
8070,YH 268,M,300.5,311.9,1875,22.1,100,No Failure
8071,YH 268,M,300.5,312,1867,23,103,No Failure
8072,D 6,L,300.5,312,1646,29.5,106,No Failure
8073,SM 2,H,300.5,312,1375,43.2,108,No Failure
8074,D 6,L,300.5,312,1558,36.7,113,No Failure
8075,D 6,L,300.4,312,1631,34.9,115,No Failure
8076,D 6,L,300.4,312,1366,43,117,No Failure
8077,D 6,L,300.3,311.8,1360,48,119,No Failure
8078,D 6,L,300.3,311.8,1547,39.7,121,No Failure
8079,D 6,L,300.3,311.7,1571,31.2,123,No Failure
8080,D 6,L,300.2,311.5,1528,36.1,125,No Failure
8081,SM 2,H,300.2,311.5,1432,43.6,127,No Failure
8082,D 6,L,300.2,311.6,1356,53.5,132,No Failure
8083,SM 2,H,300.1,311.5,1422,46.2,134,No Failure
8084,D 6,L,300.1,311.4,1438,42.2,139,No Failure
8085,D 6,L,300.2,311.4,1483,44.4,141,No Failure
8086,D 6,L,300.2,311.4,1331,49.8,143,No Failure
8087,D 6,L,300.2,311.4,1463,37.5,145,No Failure
8088,D 6,L,300.1,311.4,1446,40.6,147,No Failure
8089,D 6,L,300.1,311.4,1356,45.7,149,No Failure
8090,D 6,L,300.1,311.3,1676,30.3,151,No Failure
8091,D 6,L,300.1,311.4,1910,23,153,No Failure
8092,D 6,L,300.2,311.6,1375,56.9,155,No Failure
8093,YH 268,M,300.2,311.6,1513,40.8,157,No Failure
8094,D 6,L,300.2,311.6,1511,35.7,160,No Failure
8095,SM 2,H,300.2,311.6,1662,28.8,162,No Failure
8096,D 6,L,300.2,311.7,1493,48.3,167,No Failure
8097,YH 268,M,300.2,311.7,1555,37.4,169,No Failure
8098,D 6,L,300.3,311.7,1452,41.5,172,No Failure
8099,D 6,L,300.2,311.6,1500,39,174,No Failure
8100,D 6,L,300.2,311.7,1603,30.5,176,No Failure
8101,D 6,L,300.3,311.7,1682,27.8,178,No Failure
8102,D 6,L,300.3,311.8,1567,37.7,180,No Failure
8103,D 6,L,300.3,311.8,1413,46,182,No Failure
8104,YH 268,M,300.3,311.9,1429,41.6,184,No Failure
8105,D 6,L,300.3,311.9,1692,31.5,187,No Failure
8106,D 6,L,300.4,311.9,1476,48.7,189,No Failure
8107,YH 268,M,300.4,312,1596,30.4,191,No Failure
8108,SM 2,H,300.3,311.9,1390,49,194,No Failure
8109,YH 268,M,300.3,311.8,1607,33.7,199,No Failure
8110,D 6,L,300.3,311.7,1821,26.3,202,No Failure
8111,SM 2,H,300.3,311.8,2141,18.5,204,No Failure
8113,YH 268,M,300.4,311.8,1442,45.1,0,No Failure
8114,D 6,L,300.4,311.7,1459,45.6,3,No Failure
8115,SM 2,H,300.4,311.8,2496,13.5,5,No Failure
8116,D 6,L,300.4,311.8,1367,57.2,10,No Failure
8117,D 6,L,300.3,311.8,2004,19.6,12,No Failure
8118,D 6,L,300.3,311.7,1406,47.5,14,No Failure
8119,D 6,L,300.3,311.8,1548,33,16,No Failure
8120,D 6,L,300.3,311.7,1333,55.2,18,No Failure
8121,D 6,L,300.2,311.6,1767,26.4,20,No Failure
8122,D 6,L,300.2,311.6,1827,27,22,No Failure
8123,YH 268,M,300.2,311.6,1533,46.4,24,No Failure
8124,SM 2,H,300.2,311.5,1515,36.8,27,No Failure
8125,D 6,L,300.2,311.4,1568,41,32,No Failure
8126,D 6,L,300.2,311.4,1452,47.8,34,No Failure
8127,D 6,L,300.2,311.4,1433,37.9,36,No Failure
8128,YH 268,M,300.1,311.3,1650,33.8,38,No Failure
8129,D 6,L,300.1,311.4,1629,31.3,41,No Failure
8130,D 6,L,300,311.3,1520,39.2,43,No Failure
8131,SM 2,H,300,311.2,1393,43.1,45,No Failure
8132,SM 2,H,299.9,311.2,1364,49.6,50,No Failure
8133,YH 268,M,299.9,311.3,1389,50,55,No Failure
8134,D 6,L,299.8,311.1,1466,46.1,58,No Failure
8135,D 6,L,299.7,311.1,1650,32.4,60,No Failure
8136,D 6,L,299.6,311,1554,36.3,62,No Failure
8137,YH 268,M,299.6,310.9,1474,39.7,64,No Failure
8138,SM 2,H,299.5,310.8,1600,32.4,67,No Failure
8139,D 6,L,299.5,310.8,1356,54.9,72,No Failure
8140,D 6,L,299.5,310.8,1571,38.2,74,No Failure
8141,D 6,L,299.6,310.9,1658,28,76,No Failure
8142,D 6,L,299.6,310.8,1393,49.9,78,No Failure
8143,YH 268,M,299.7,311,1448,49.8,80,No Failure
8144,D 6,L,299.7,310.9,1477,40.4,83,No Failure
8145,YH 268,M,299.7,311,1506,42.7,85,No Failure
8146,YH 268,M,299.7,310.9,1685,32.1,88,No Failure
8147,D 6,L,299.6,310.9,1533,31.8,91,No Failure
8148,D 6,L,299.5,310.8,1447,41,93,No Failure
8149,YH 268,M,299.5,310.7,1488,39.5,95,No Failure
8150,YH 268,M,299.6,310.8,1427,50.4,98,No Failure
8151,YH 268,M,299.5,310.7,1424,41.3,101,No Failure
8152,D 6,L,299.5,310.7,1472,40.9,104,No Failure
8153,D 6,L,299.5,310.7,1438,45.7,106,No Failure
8154,D 6,L,299.6,310.8,1507,42.4,108,No Failure
8155,D 6,L,299.6,310.7,1393,52.1,110,No Failure
8156,D 6,L,299.5,310.8,1283,52.4,112,No Failure
8157,D 6,L,299.6,310.8,1644,30.9,114,No Failure
8158,D 6,L,299.6,310.8,1498,46.9,116,No Failure
8159,D 6,L,299.6,310.8,1400,40.8,118,No Failure
8160,SM 2,H,299.6,310.9,1679,31.2,120,No Failure
8161,YH 268,M,299.7,311.1,1618,30.3,125,No Failure
8162,SM 2,H,299.6,311,1714,30.2,128,No Failure
8163,D 6,L,299.6,311,1574,35,133,No Failure
8164,D 6,L,299.7,311.1,1574,36.4,135,No Failure
8165,D 6,L,299.6,310.9,1472,40.9,137,No Failure
8166,D 6,L,299.6,311,1552,33.2,139,No Failure
8167,D 6,L,299.7,311.1,1603,31.4,141,No Failure
8168,SM 2,H,299.7,311.1,1353,47.1,143,No Failure
8169,D 6,L,299.7,311.1,1690,30.6,148,No Failure
8170,YH 268,M,299.8,311.2,1745,26.3,150,No Failure
8171,D 6,L,299.9,311.3,1522,45.7,153,No Failure
8172,SM 2,H,300,311.4,1641,34.5,155,No Failure
8173,D 6,L,299.9,311.4,1596,28.9,160,No Failure
8174,SM 2,H,299.9,311.4,1497,37,162,No Failure
8175,D 6,L,299.9,311.3,1371,52.3,167,No Failure
8176,YH 268,M,299.9,311.3,1445,41.2,169,No Failure
8177,D 6,L,299.8,311.2,1564,40,172,No Failure
8178,D 6,L,299.7,311.1,1439,44.9,174,No Failure
8179,D 6,L,299.7,311.2,1352,52.1,176,No Failure
8180,D 6,L,299.8,311.3,1560,35.4,178,No Failure
8181,YH 268,M,299.7,311.2,1616,42.3,180,No Failure
8182,D 6,L,299.7,311.2,1835,23.7,183,No Failure
8183,YH 268,M,299.7,311.1,1649,32.7,185,No Failure
8184,D 6,L,299.8,311.1,1452,47.3,188,No Failure
8185,D 6,L,299.8,311.1,2144,17.7,190,No Failure
8186,D 6,L,299.7,311.1,1554,41,192,No Failure
8187,D 6,L,299.7,311,1827,25.4,194,No Failure
8188,D 6,L,299.6,310.9,1448,46.3,196,No Failure
8189,YH 268,M,299.6,310.9,1530,38.8,198,No Failure
8190,D 6,L,299.7,311,1983,21,201,No Failure
8191,YH 268,M,299.7,310.9,1620,37.2,203,No Failure
8192,YH 268,M,299.6,310.9,1630,29.8,206,No Failure
8193,D 6,L,299.6,310.9,1229,65.2,209,Overstrain Failure
8194,D 6,L,299.5,310.8,1873,22.3,211,No Failure
8195,D 6,L,299.4,310.7,1426,45.7,213,No Failure
8196,D 6,L,299.4,310.8,1376,53.9,215,Overstrain Failure
8197,D 6,L,299.4,310.8,1622,33.6,217,No Failure
8198,YH 268,M,299.4,310.7,1492,45.7,219,No Failure
8199,YH 268,M,299.3,310.7,1374,48.9,222,No Failure
8201,D 6,L,299.3,310.8,1426,42.4,0,No Failure
8202,YH 268,M,299.3,310.9,1826,25.1,2,No Failure
8203,D 6,L,299.3,310.9,1669,32.4,5,No Failure
8204,YH 268,M,299.4,310.9,1473,40.1,7,No Failure
8205,D 6,L,299.4,310.9,1751,27.8,10,No Failure
8206,YH 268,M,299.4,310.9,1446,47.3,12,No Failure
8207,D 6,L,299.3,310.8,1483,43.5,15,No Failure
8208,D 6,L,299.2,310.7,1535,42.6,17,No Failure
8209,D 6,L,299.2,310.7,1477,44,19,No Failure
8210,D 6,L,299.3,310.8,1391,46.9,21,No Failure
8211,SM 2,H,299.2,310.7,1636,29.4,23,No Failure
8212,D 6,L,299.2,310.6,1675,33.3,28,No Failure
8213,SM 2,H,299.2,310.5,1329,48.9,30,No Failure
8214,YH 268,M,299.2,310.5,1548,33.5,35,No Failure
8215,D 6,L,299.2,310.5,1391,45.8,38,No Failure
8216,D 6,L,299.1,310.5,1437,43.1,40,No Failure
8217,D 6,L,299.2,310.6,1370,61.9,42,No Failure
8218,D 6,L,299.1,310.6,1577,37.1,44,No Failure
8219,D 6,L,299.1,310.5,1485,37.8,46,No Failure
8220,D 6,L,299,310.4,1504,34.3,48,No Failure
8221,YH 268,M,298.9,310.3,1551,35.2,50,No Failure
8222,YH 268,M,299.1,310.5,1428,43,53,No Failure
8223,D 6,L,299,310.5,1755,27.9,56,No Failure
8224,D 6,L,299.1,310.5,1329,54.9,58,No Failure
8225,D 6,L,299.1,310.5,1496,35.2,60,No Failure
8226,D 6,L,299.1,310.5,1532,36.6,62,No Failure
8227,D 6,L,299.1,310.5,1389,61.4,64,No Failure
8228,YH 268,M,299.1,310.4,1524,51.4,66,No Failure
8229,YH 268,M,299.1,310.4,1422,49.3,69,No Failure
8230,D 6,L,299.1,310.5,1739,27.4,72,No Failure
8231,D 6,L,299.1,310.5,1736,26.9,74,No Failure
8232,D 6,L,299.1,310.5,1419,48.8,76,No Failure
8233,D 6,L,299.1,310.6,1326,49.7,78,No Failure
8234,YH 268,M,299.1,310.6,1449,43.2,80,No Failure
8235,D 6,L,299.2,310.6,1534,39.7,83,No Failure
8236,YH 268,M,299.2,310.6,1443,50.9,85,No Failure
8237,D 6,L,299.2,310.6,1498,41.1,88,No Failure
8238,D 6,L,299.1,310.6,1796,26,90,No Failure
8239,D 6,L,299.1,310.4,1519,45.3,92,No Failure
8240,D 6,L,299,310.4,1339,49.6,94,No Failure
8241,D 6,L,299,310.4,1483,41.5,96,No Failure
8242,YH 268,M,298.9,310.2,2099,20,98,No Failure
8243,YH 268,M,299,310.3,1689,29.7,101,No Failure
8244,SM 2,H,299.1,310.4,1369,54.5,104,No Failure
8245,D 6,L,299,310.4,1512,38.8,109,No Failure
8246,YH 268,M,299,310.3,1303,68.6,111,Power Failure
8247,D 6,L,299,310.3,1552,39.9,114,No Failure
8248,D 6,L,299,310.4,1713,28,116,No Failure
8249,D 6,L,298.9,310.3,1456,44.1,118,No Failure
8250,D 6,L,299,310.4,1524,39.8,120,No Failure
8251,YH 268,M,299,310.4,1394,45.2,122,No Failure
8252,D 6,L,299,310.4,1981,21.2,125,No Failure
8253,D 6,L,299,310.4,1565,36.1,127,No Failure
8254,D 6,L,299.1,310.4,1657,31,129,No Failure
8255,YH 268,M,299,310.4,1625,37.1,131,No Failure
8256,D 6,L,299,310.4,1606,31.1,134,No Failure
8257,SM 2,H,299,310.5,1336,56.8,136,No Failure
8258,YH 268,M,299,310.6,1587,34.2,141,No Failure
8259,D 6,L,299.1,310.6,1602,39.7,144,No Failure
8260,D 6,L,299.1,310.5,1471,38.4,146,No Failure
8261,SM 2,H,299.1,310.6,1332,48,148,No Failure
8262,SM 2,H,299.2,310.6,1434,48.4,153,No Failure
8263,D 6,L,299.1,310.6,1921,23.9,158,No Failure
8264,SM 2,H,299.2,310.6,1704,30.6,160,No Failure
8265,YH 268,M,299.1,310.6,1397,49.5,165,No Failure
8266,SM 2,H,299.1,310.6,1791,28,168,No Failure
8267,D 6,L,299.1,310.6,1818,24.1,173,No Failure
8268,D 6,L,299.2,310.7,1540,36.3,175,No Failure
8269,YH 268,M,299.2,310.8,1502,39.8,177,No Failure
8270,SM 2,H,299.2,310.8,1761,30.4,180,No Failure
8271,YH 268,M,299.1,310.8,1517,38.4,185,No Failure
8272,D 6,L,299.1,310.7,1309,51.1,188,No Failure
8273,D 6,L,298.9,310.6,1363,52.6,190,No Failure
8274,YH 268,M,299,310.6,1787,22.2,192,No Failure
8275,D 6,L,298.9,310.5,1640,29.2,195,No Failure
8276,YH 268,M,298.9,310.6,1720,25.3,197,No Failure
8277,D 6,L,298.8,310.5,1384,52.8,200,No Failure
8278,SM 2,H,298.8,310.5,1294,55.8,202,No Failure
8279,D 6,L,298.8,310.5,1464,46.4,207,No Failure
8280,D 6,L,298.8,310.6,1803,25.4,209,No Failure
8281,D 6,L,298.8,310.6,1602,39.1,211,No Failure
8282,SM 2,H,298.9,310.6,1519,38.8,213,No Failure
8283,YH 268,M,298.9,310.7,1638,33.6,218,No Failure
8284,SM 2,H,298.9,310.6,1615,33,221,No Failure
8285,D 6,L,298.8,310.6,1651,33.3,0,No Failure
8286,D 6,L,298.9,310.6,1387,52.7,2,No Failure
8287,YH 268,M,298.8,310.5,1678,32.8,4,No Failure
8288,D 6,L,298.9,310.6,1585,38.1,7,No Failure
8289,YH 268,M,298.8,310.6,1640,33.8,9,No Failure
8290,D 6,L,298.9,310.6,1406,43.8,12,No Failure
8291,YH 268,M,298.9,310.6,1679,35.8,14,No Failure
8292,D 6,L,298.9,310.5,1717,26.9,17,No Failure
8293,SM 2,H,298.9,310.5,1429,39.9,19,No Failure
8294,YH 268,M,298.9,310.4,1533,44.4,24,No Failure
8295,YH 268,M,298.9,310.5,1525,38.5,27,No Failure
8296,D 6,L,298.9,310.4,1739,26.3,30,No Failure
8297,D 6,L,298.9,310.3,1436,39,32,No Failure
8298,YH 268,M,298.8,310.2,1595,33.1,34,No Failure
8299,SM 2,H,298.7,310.1,1435,45.6,37,No Failure
8300,D 6,L,298.7,310,1637,31.8,42,No Failure
8301,D 6,L,298.7,310.1,1558,37.6,44,No Failure
8302,YH 268,M,298.7,310.1,1644,34.1,46,No Failure
8303,D 6,L,298.7,310.1,1641,31.1,49,No Failure
8304,D 6,L,298.8,310.2,1504,41,51,No Failure
8305,YH 268,M,298.7,310.1,1506,50.7,53,No Failure
8306,SM 2,H,298.8,310.1,1380,44,56,No Failure
8307,YH 268,M,298.7,310.1,1549,42.5,61,No Failure
8308,YH 268,M,298.7,310.1,1402,69.7,64,Power Failure
8309,D 6,L,298.7,310.1,1401,45.3,67,No Failure
8310,YH 268,M,298.7,310,1459,40.2,69,No Failure
8311,D 6,L,298.7,309.9,1465,39.7,72,No Failure
8312,YH 268,M,298.8,310,1295,52.7,74,No Failure
8313,YH 268,M,298.8,310,1529,38.5,77,No Failure
8314,YH 268,M,298.8,310,1484,44.9,80,No Failure
8315,D 6,L,298.8,309.9,1739,30.6,83,No Failure
8316,SM 2,H,298.7,309.8,1422,40.7,85,No Failure
8317,D 6,L,298.8,309.8,1463,40,90,No Failure
8318,D 6,L,298.7,309.7,1667,30.4,92,No Failure
8319,SM 2,H,298.7,309.7,1565,39.3,94,No Failure
8320,D 6,L,298.7,309.7,1393,45.7,99,No Failure
8321,YH 268,M,298.8,309.7,1453,47.7,101,No Failure
8322,D 6,L,298.8,309.6,1442,50,104,No Failure
8323,D 6,L,298.7,309.6,1364,44.9,106,No Failure
8324,SM 2,H,298.7,309.5,1453,40.4,108,No Failure
8325,YH 268,M,298.7,309.5,1394,46,113,No Failure
8326,YH 268,M,298.7,309.5,1500,38.8,116,No Failure
8327,SM 2,H,298.6,309.5,1523,34.2,119,No Failure
8328,YH 268,M,298.7,309.6,1254,57.1,124,No Failure
8329,D 6,L,298.6,309.5,1325,52.2,127,No Failure
8330,D 6,L,298.8,309.7,1424,49.6,129,No Failure
8331,D 6,L,298.8,309.7,1505,39,131,No Failure
8332,YH 268,M,298.8,309.7,1392,48.7,133,No Failure
8333,D 6,L,298.8,309.7,1529,44,136,No Failure
8334,YH 268,M,298.8,309.7,1477,48.5,138,No Failure
8335,YH 268,M,298.8,309.7,1459,47.3,141,No Failure
8336,YH 268,M,299,309.8,2240,15.9,144,No Failure
8337,D 6,L,298.9,309.7,1449,48.8,147,No Failure
8338,YH 268,M,298.8,309.7,1589,35.3,149,No Failure
8339,D 6,L,298.8,309.7,1740,28.5,152,No Failure
8340,YH 268,M,298.8,309.7,1499,40.3,154,No Failure
8341,YH 268,M,298.8,309.7,1480,38.1,157,No Failure
8342,D 6,L,298.8,309.7,1751,29.6,160,No Failure
8343,D 6,L,298.7,309.7,1510,40.6,162,No Failure
8344,SM 2,H,298.8,309.8,1437,48.2,164,No Failure
8345,D 6,L,298.8,309.7,1609,40.4,169,No Failure
8346,SM 2,H,298.8,309.8,1490,35.9,171,No Failure
